Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
33,-3.301419973373413,2.1012485027313232,77.896484375,-0.2503903153603932,-0.4830776836468573,-88.98593940854985,0.8486262,5.153679,-1.1324015,13.713313,-15.549611,-5.4265137,1.0136815,0.68928105,-1.2194674,13.81077,-15.098704,0.6278669,-1.2066611,3.565075,9.12594,3.146413,15.926096,-28.669235,56.84465,26.047535,-2.1293995,-4.905948,-3.8180106,-16.369556,42.35411,60.451256,-7.4054,2.8629594,6.9860334
34,-3.4161181449890137,2.0502512454986572,77.8580093383789,-0.37483306081977225,-0.38307872855655406,-89.1497506316242,0.3559177,5.43641,-1.0522292,14.706678,-16.073156,-5.5515924,0.9328085,0.97319496,-1.0571576,13.7902565,-15.154251,0.5427955,-1.2081957,3.6708453,9.109011,3.2170649,15.934658,-28.632292,56.84263,26.071264,-2.0896463,-4.934751,-3.8318903,-16.363146,42.396824,60.511482,-7.537114,2.8838258,7.120964
35,-3.5279159545898438,1.994503140449524,77.81272888183594,-0.5130122203376343,-0.28697980797234424,-89.30439772739787,-0.21969445,5.7301784,-0.99016947,15.876923,-16.63912,-5.6566525,0.87139875,1.2661048,-0.9053781,13.747388,-15.210438,0.47761577,-1.2218039,3.796282,9.101876,3.2868936,15.936364,-28.591932,56.83463,26.098925,-2.0550091,-4.96195,-3.852279,-16.36003,42.44145,60.579685,-7.6579976,2.908914,7.261031
36,-3.6325700283050537,1.9323503971099854,77.7627944946289,-0.6659802681946926,-0.21453773784583832,-89.43610279270969,-0.8718685,6.0287485,-0.95764816,17.247837,-17.22292,-5.7152762,0.8624503,1.5628496,-0.7802715,13.665891,-15.260541,0.44362947,-1.2560834,3.9474413,9.128137,3.3553274,15.932899,-28.559002,56.81516,26.13609,-2.0435412,-4.9795904,-3.878361,-16.360682,42.468586,60.65232,-7.72221,2.9203722,7.3426137
37,-3.727189540863037,1.8722447156906128,77.70458984375,-0.8415898144457982,-0.1614777700939938,-89.54504759347263,-1.6056329,6.3370447,-0.96413267,18.826532,-17.865211,-5.716368,0.903444,1.8700029,-0.68291575,13.539283,-15.305862,0.4572021,-1.359738,4.140458,9.189293,3.4493635,15.905816,-28.466911,56.77739,26.229288,-2.073793,-4.9909673,-3.9365754,-16.372648,42.535503,60.73958,-7.683322,2.9150846,7.32113
38,-3.818368434906006,1.8110320568084717,77.64385986328125,-1.037032203948355,-0.1204456108159177,-89.63695383077717,-2.417538,6.656676,-1.0036992,20.58894,-18.559322,-5.6741295,0.97867596,2.1883204,-0.6048957,13.375146,-15.348674,0.5066174,-1.4741424,4.372105,9.26809,3.5218956,15.849559,-28.388401,56.760284,26.34634,-2.1282237,-4.9921374,-3.985242,-16.403519,42.5798,60.821384,-7.593231,2.9018006,7.2410965
39,-3.908113718032837,1.7516305446624756,77.58369445800781,-1.2408696097188083,-0.10533742248727919,-89.70806168484927,-3.3017957,6.9784937,-1.0644546,22.541712,-19.215538,-5.600942,1.1061251,2.5088089,-0.54938525,13.169792,-15.379328,0.5617778,-1.6004853,4.622814,9.381582,3.5736055,15.773752,-28.324574,56.75158,26.44159,-2.1844485,-4.98061,-4.032188,-16.451063,42.607357,60.893463,-7.4890585,2.8850162,7.170029
40,-3.9936394691467285,1.6904704570770264,77.52155303955078,-1.444260903469679,-0.13000069239373124,-89.75445772804393,-4.2500405,7.294476,-1.1334989,24.688824,-19.74146,-5.509692,1.3043633,2.822947,-0.51820374,12.920785,-15.387415,0.5918977,-1.7445328,4.873658,9.544561,3.6065173,15.6825695,-28.270561,56.743866,26.472342,-2.2203343,-4.9533434,-4.0782523,-16.513254,42.61808,60.949696,-7.421458,2.8701973,7.174886
41,-4.074828147888184,1.6243808269500732,77.46578216552734,-1.6567172162259522,-0.20496122416866022,-89.77332637087146,-5.2659054,7.617684,-1.2211528,27.069994,-20.112694,-5.4413133,1.5969375,3.1454573,-0.5165953,12.607433,-15.359673,0.5841798,-1.9167074,5.1384487,9.767398,3.6219454,15.572299,-28.235933,56.735886,26.444206,-2.2274053,-4.9170313,-4.1304903,-16.59408,42.62122,60.986935,-7.4153223,2.856125,7.297986
42,-4.1501312255859375,1.5612919330596924,77.41159057617188,-1.881577551582275,-0.3198353877161441,-89.76733033300043,-6.343259,7.946995,-1.3283159,29.65406,-20.372274,-5.377218,1.9701622,3.4762702,-0.5403146,12.233246,-15.302138,0.5559515,-2.1154444,5.418417,10.041116,3.625769,15.446916,-28.214376,56.72382,26.375288,-2.2186546,-4.8720384,-4.185297,-16.691145,42.612183,61.008095,-7.446049,2.840838,7.4952364
